vehicle_type,fuel_type,distance_traveled_km,public_transport_mode,emission_factor_vehicle,appliance_type,appliance_usage_hours,electricity_consumed_kWh,gas_usage_kWh,renewable_energy_contribution,electricity_emission_factor,gas_emission_factor,diet_type,food_item,quantity_consumed_kg,food_emission_factor_kgCO2e,waste_type,disposal_method,waste_generated_kg,waste_emission_factor,season_label,energy_demand_modifier,carbon_emission_total_kgCO2e
diesel_car,diesel,8871.57345858041,private,0.168,tv,4342,2003.2302708473956,4126.114058050869,24.714369323446164,0.177,0.18296,vegetarian,grains,1193.2185710712643,0.8,recyclable,recycling_closed_loop,415.55794692306387,0.021,Summer,0.7,3563.2115007848806
petrol_car,petrol,5460.145536880163,private,0.17,tv,1898,4353.819895712755,3960.490958029721,473.4427195904783,0.177,0.18296,balanced,dairy,1072.4049101976932,21.0,recyclable,recycling_closed_loop,255.4600163219242,0.021,Spring,1.0,24949.33006298622
bicycle,human,14019.885568745025,private,0.0,dishwasher,2271,9650.399914297874,25971.16581588841,320.77151810093704,0.177,0.18296,meat_heavy,dairy,997.6779771089913,21.0,general,landfill,535.9718213000897,0.45,Winter,1.4,27652.23012137953
train,electricity,19559.175497481436,public,0.03546,hvac,3928,741.7867398941949,3347.9258323506538,84.04428298536374,0.177,0.18296,balanced,dairy,942.4594223741767,21.0,general,landfill,118.1695713797821,0.45,Summer,0.7,21282.225303367453
bus,diesel,20798.62999311717,public,0.12525,washing_machine,1556,1900.3376414777417,2951.154654882883,705.464164520464,0.177,0.18296,balanced,dairy,1460.817956709838,21.0,organic,composting,219.92292980773635,0.01,Summer,0.7,34160.70774504153
hybrid_car,hybrid,12781.95208685018,private,0.11,dishwasher,1337,625.6257597350095,19642.175589407325,74.18620611495096,0.177,0.18296,balanced,dairy,1256.2990798506823,21.0,organic,composting,376.0475683088931,0.01,Summer,0.7,31496.524087411995
diesel_car,diesel,7025.804755271307,private,0.168,tv,3112,1295.661243592973,12887.231674778479,137.26399096773727,0.177,0.18296,meat_heavy,chicken,1251.7522479520137,6.1,organic,composting,316.5840953283419,0.01,Spring,1.0,11406.369699679573
petrol_car,petrol,18201.965980416102,private,0.17,washing_machine,3232,3749.223348169265,5301.842643670466,1140.279851364691,0.177,0.18296,balanced,dairy,791.0149930755498,21.0,recyclable,recycling_closed_loop,158.12245329305793,0.021,Spring,1.0,21342.607305488345
diesel_car,diesel,1386.179599313294,private,0.168,washing_machine,1466,5294.578546945022,6055.022767243894,258.0039540535879,0.177,0.18296,meat_heavy,dairy,837.3954295662355,21.0,organic,composting,462.732812027381,0.01,Autumn,1.1,19867.776890000063
hybrid_car,hybrid,13745.276213737969,private,0.11,tv,2021,1466.856444479588,36739.889334153755,279.5455419634855,0.177,0.18296,meat_heavy,dairy,1087.897165599153,21.0,general,landfill,351.2455443593407,0.45,Winter,1.4,31497.44509930475
diesel_car,diesel,9460.708197033424,private,0.168,washing_machine,3270,8666.927568924586,49124.876270302346,1229.1750506212163,0.177,0.18296,meat_heavy,dairy,826.7986582034748,21.0,general,landfill,485.83512330053907,0.45,Winter,1.4,29692.730146974
diesel_car,diesel,4090.0554282313637,private,0.168,dishwasher,4296,1203.7461691289188,3227.3912820988285,277.3423411986764,0.177,0.18296,meat_heavy,beef,895.4437566867658,59.6,general,landfill,350.983268462344,0.45,Summer,0.7,55017.06626219079
bus,diesel,18609.87162569473,public,0.12525,refrigerator,1521,2923.2226575809573,6688.076826246294,675.8956681277856,0.177,0.18296,balanced,fish,1005.1344630415224,5.4,recyclable,recycling_closed_loop,358.17510847201686,0.021,Spring,1.0,9507.195145342252
petrol_car,petrol,504.1746618483882,private,0.17,dishwasher,3620,4425.1669899102235,7501.683360278966,666.0475471969295,0.177,0.18296,meat_heavy,chicken,1000.032101481417,6.1,recyclable,recycling_closed_loop,418.111228888943,0.021,Spring,1.0,8350.448392168288
train,electricity,15805.694724779692,public,0.03546,dishwasher,3585,1382.3094698101725,30812.784892602594,17.128950139311872,0.177,0.18296,meat_heavy,beef,867.7024229436961,59.6,recyclable,recycling_closed_loop,404.1179516948935,0.021,Autumn,1.1,58166.19671947754
diesel_car,diesel,18042.641059310583,private,0.168,refrigerator,4289,3827.0221596397705,24428.74826312127,124.88079842585152,0.177,0.18296,vegetarian,vegetables,819.4179985904145,0.5,general,landfill,468.36183119363324,0.45,Winter,1.4,8798.502225773427
diesel_car,diesel,8878.56755384721,private,0.168,tv,3765,8837.963230207948,29598.337798597582,2170.4070102701926,0.177,0.18296,vegan,vegetables,1231.7130985644644,0.5,general,landfill,432.37550672314933,0.45,Winter,1.4,9281.656251732204
petrol_car,petrol,17386.59889964906,private,0.17,tv,3340,1764.5745113392725,2565.3445983617316,138.9254184089864,0.177,0.18296,meat_heavy,dairy,831.6985082176938,21.0,general,landfill,555.7679271822242,0.45,Summer,0.7,21453.171188967226
hybrid_car,hybrid,15163.761295238513,private,0.11,refrigerator,2460,1098.0371695067706,13041.948095113272,121.12609232087033,0.177,0.18296,meat_heavy,beef,912.7419618011686,59.6,organic,composting,387.8154388688965,0.01,Spring,1.0,58651.8202226992
petrol_car,petrol,15517.157773860106,private,0.17,dishwasher,746,6174.233251064462,4955.499519172934,963.6957705522323,0.177,0.18296,balanced,fish,808.3841240717278,5.4,organic,composting,447.3196583225226,0.01,Autumn,1.1,9007.161765593064
petrol_car,petrol,12377.233856016206,private,0.17,hvac,4146,412.7990406179549,8213.109185889829,16.705330522142102,0.177,0.18296,meat_heavy,chicken,885.9612804603694,6.1,general,landfill,229.98791311717378,0.45,Summer,0.7,9187.724014073518
hybrid_car,hybrid,7290.830128547713,private,0.11,washing_machine,931,2538.724036946438,18402.148409341284,1019.8130716492814,0.177,0.18296,vegetarian,vegetables,925.548695974859,0.5,recyclable,recycling_closed_loop,398.42223111003295,0.021,Autumn,1.1,5089.34375649359
petrol_car,petrol,10394.6694633583,private,0.17,washing_machine,1066,3318.885681030768,2463.9117235660606,1025.0859127991068,0.177,0.18296,meat_heavy,beef,1106.8937070137022,59.6,organic,composting,553.7854951326483,0.01,Spring,1.0,68781.73665622498
train,electricity,16692.574626950307,public,0.03546,washing_machine,980,4274.189884307339,7547.728992216989,968.0244145557798,0.177,0.18296,meat_heavy,chicken,1018.2960011955137,6.1,organic,composting,364.0159539219612,0.01,Spring,1.0,8944.62856904193
train,electricity,16464.296671301992,public,0.03546,hvac,4853,4952.001303775422,6933.928633114734,344.5312112938799,0.177,0.18296,meat_heavy,dairy,1254.3393583045115,21.0,general,landfill,435.3393797458957,0.45,Spring,1.0,29265.989018727687
hybrid_car,hybrid,3824.171026719167,private,0.11,dishwasher,1034,815.6570484197304,4193.27637251719,237.62669326308978,0.177,0.18296,meat_heavy,dairy,675.7094750895558,21.0,recyclable,recycling_closed_loop,220.38022446654483,0.021,Summer,0.7,15526.758917219615
petrol_car,petrol,4111.896295195369,private,0.17,tv,4771,1625.2705847881348,5154.921647179177,202.9290206001389,0.177,0.18296,vegetarian,vegetables,1053.2430520305813,0.5,general,landfill,312.74054735938466,0.45,Summer,0.7,2597.1945005856287
train,electricity,16145.968043216719,public,0.03546,refrigerator,968,10521.92445266944,30125.92378273223,622.5160721270787,0.177,0.18296,meat_heavy,dairy,834.9574248908567,21.0,general,landfill,479.2905371837202,0.45,Winter,1.4,25696.542334664307
petrol_car,petrol,8217.608757174039,private,0.17,washing_machine,4458,1164.94705654053,323.97121433382813,297.94883433916203,0.177,0.18296,meat_heavy,beef,1371.518175329933,59.6,recyclable,recycling_closed_loop,276.18388556645414,0.021,Summer,0.7,83410.74600236269
diesel_car,diesel,2017.76926707663,private,0.168,hvac,3074,3426.1884964631845,11083.469649896944,925.7989486520006,0.177,0.18296,balanced,fish,943.1720890622065,5.4,general,landfill,482.0967139312996,0.45,Autumn,1.1,8283.325010093002
petrol_car,petrol,17595.140795462263,private,0.17,refrigerator,4747,18139.267657236906,11616.517807465334,2638.265002858357,0.177,0.18296,balanced,dairy,1388.3492244103406,21.0,organic,composting,266.4983754351976,0.01,Winter,1.4,37485.18110498488
hybrid_car,hybrid,5994.453517164511,private,0.11,dishwasher,2828,2374.5671690917034,15362.447839714143,432.28174838436325,0.177,0.18296,balanced,vegetables,1022.5497876153499,0.5,recyclable,recycling_closed_loop,392.57478925069177,0.021,Spring,1.0,4409.920696953367
hybrid_car,hybrid,49733.29296526471,private,0.11,hvac,2121,3723.499904723518,10893.553780971026,797.0627669890789,0.177,0.18296,meat_heavy,beef,968.3360774809242,59.6,organic,composting,366.84062210684544,0.01,Autumn,1.1,65839.3049331658
petrol_car,petrol,3384.0382054642464,private,0.17,hvac,3495,3016.7993836164505,4688.352947815409,236.86441597180377,0.177,0.18296,balanced,fish,899.648447766056,5.4,general,landfill,427.5093476943754,0.45,Spring,1.0,7017.521865560513
petrol_car,petrol,8743.880345780666,private,0.17,refrigerator,2470,2324.575567203982,3787.457544397092,412.3679131823537,0.177,0.18296,balanced,fish,959.911003464555,5.4,recyclable,recycling_closed_loop,396.20853218672306,0.021,Autumn,1.1,7782.702564385229
petrol_car,petrol,23213.299980422522,private,0.17,refrigerator,930,3612.163480948045,7063.492020375251,181.71099719532262,0.177,0.18296,meat_heavy,dairy,941.7672459147317,21.0,organic,composting,373.718317670294,0.01,Spring,1.0,25658.799780233556
train,electricity,5131.8319934414585,public,0.03546,washing_machine,4593,2764.6449165561776,24987.791114343247,388.1591160729847,0.177,0.18296,vegetarian,grains,936.1983939054294,0.8,organic,composting,453.56402250166093,0.01,Winter,1.4,5996.577530347478
diesel_car,diesel,18839.590584503116,private,0.168,dishwasher,4163,11033.698922488462,17390.070174595097,1068.627741361681,0.177,0.18296,meat_heavy,dairy,936.5543223557049,21.0,organic,composting,503.6385908587025,0.01,Winter,1.4,27972.38032199929
train,electricity,6649.089365402205,public,0.03546,refrigerator,4915,2598.9623244466866,10633.366326412377,1203.747188272887,0.177,0.18296,meat_heavy,beef,1262.4415987203063,59.6,recyclable,recycling_closed_loop,309.03479741669616,0.021,Spring,1.0,77889.28275788065
diesel_car,diesel,17463.04038123355,private,0.168,washing_machine,3742,4020.090219209632,12478.167447690457,640.6930076082441,0.177,0.18296,vegetarian,grains,830.730601697468,0.8,organic,composting,494.686146164618,0.01,Autumn,1.1,6597.883611896408
diesel_car,diesel,10729.812961756556,private,0.168,washing_machine,2618,5564.204323516999,26791.767618547216,1824.0309035668479,0.177,0.18296,meat_heavy,dairy,1229.5041233264485,21.0,recyclable,recycling_closed_loop,555.4962727725765,0.021,Winter,1.4,33520.54655791065
diesel_car,diesel,16447.202331169257,private,0.168,refrigerator,1611,3265.2715976450345,27165.238559145746,362.8181636823162,0.177,0.18296,meat_heavy,beef,1026.9166569624495,59.6,organic,composting,378.95119694629665,0.01,Autumn,1.1,69519.25737813236
petrol_car,petrol,1561.0435727734664,private,0.17,hvac,4565,2320.2065808472676,6618.983174250874,364.0204699698496,0.177,0.18296,balanced,dairy,1110.225320817391,21.0,recyclable,recycling_closed_loop,474.0333422556479,0.021,Summer,0.7,25211.749571094977
bicycle,human,15957.133947527278,private,0.0,hvac,4652,1511.2817313321361,11941.1036004776,95.93601952009888,0.177,0.18296,balanced,vegetables,732.8616956613848,0.5,organic,composting,522.2194180106795,0.01,Spring,1.0,2823.894223199969
diesel_car,diesel,2180.059118334019,private,0.168,hvac,2714,1703.1793532057754,26670.984424138118,68.84302195363998,0.177,0.18296,balanced,fish,998.7198494793724,5.4,recyclable,recycling_closed_loop,315.32806720734936,0.021,Autumn,1.1,10947.145064237813
hybrid_car,hybrid,11059.41525841535,private,0.11,washing_machine,1296,1610.9966077915392,5003.75478353931,61.62071675977724,0.177,0.18296,vegetarian,dairy,955.0160920889297,21.0,general,landfill,492.80720066606887,0.45,Summer,0.7,22694.270227368394
diesel_car,diesel,2436.3093782040287,private,0.168,hvac,3807,8927.185675947403,5526.0150899574,1926.507457585229,0.177,0.18296,meat_heavy,chicken,1007.6169011438985,6.1,recyclable,recycling_closed_loop,306.2586211563687,0.021,Autumn,1.1,9153.346089061639
bicycle,human,5814.705704478938,private,0.0,dishwasher,3469,3796.9206718985174,5683.342802702013,1168.8785317005888,0.177,0.18296,balanced,vegetables,903.928065501729,0.5,recyclable,recycling_closed_loop,477.4773390074357,0.021,Spring,1.0,2173.8704149784185
bicycle,human,10480.840832116734,private,0.0,hvac,1921,1769.2556295472625,3210.2891741908797,270.51401770894273,0.177,0.18296,vegan,vegetables,1208.33334661667,0.5,organic,composting,323.35202270914306,0.01,Summer,0.7,1507.9129472752554
bicycle,human,1825.038912289255,private,0.0,hvac,4602,3611.201062822304,10987.401654608891,740.2065393695233,0.177,0.18296,vegan,fruits,1002.9311819740253,0.4,organic,composting,413.8147556367575,0.01,Autumn,1.1,3054.7482151927684
diesel_car,diesel,1853.026229029868,private,0.168,washing_machine,2245,3302.2733744825096,22815.468938514423,375.7419954471678,0.177,0.18296,meat_heavy,dairy,1039.327548350049,21.0,general,landfill,342.99246608153464,0.45,Winter,1.4,27050.35411583874
hybrid_car,hybrid,23171.488501790587,private,0.11,tv,4574,5154.013245121853,9652.01831628591,425.3056081213397,0.177,0.18296,meat_heavy,beef,715.939643985861,59.6,general,landfill,271.35305064305874,0.45,Spring,1.0,48019.16900507789
hybrid_car,hybrid,51760.25760003699,private,0.11,dishwasher,3005,2226.729099794181,7668.917673990997,813.2359739004744,0.177,0.18296,meat_heavy,dairy,934.1207088074914,21.0,organic,composting,374.3644357146854,0.01,Spring,1.0,27111.143093615497
petrol_car,petrol,4052.495978907676,private,0.17,washing_machine,737,2503.593351938082,18843.297077808915,3.8658140981846656,0.177,0.18296,balanced,chicken,902.4721853002841,6.1,general,landfill,337.22450132425104,0.45,Winter,1.4,10236.46132899091
petrol_car,petrol,13279.50289653576,private,0.17,dishwasher,2998,7971.017704142128,17788.682498328133,733.1008112168107,0.177,0.18296,balanced,vegetables,951.8594856305381,0.5,general,landfill,463.01079955837326,0.45,Winter,1.4,7607.287578554888
diesel_car,diesel,3404.8604547766136,private,0.168,dishwasher,948,3247.0849278595138,15444.932230855386,504.50914948172425,0.177,0.18296,vegetarian,grains,1006.6446477033919,0.8,general,landfill,285.34498362925416,0.45,Winter,1.4,4906.276350386785
bicycle,human,5903.721057213765,private,0.0,hvac,3729,4742.252896136405,12227.398068593682,614.3267321931053,0.177,0.18296,meat_heavy,chicken,798.3037145427368,6.1,recyclable,recycling_closed_loop,529.5997670639789,0.021,Autumn,1.1,7957.27776706508
diesel_car,diesel,6561.6431550831,private,0.168,dishwasher,1504,2365.3892682160567,24902.71800870256,666.7331573295852,0.177,0.18296,meat_heavy,chicken,918.2655308587916,6.1,recyclable,recycling_closed_loop,416.09754975871556,0.021,Autumn,1.1,11687.389024183985
train,electricity,8640.440785351726,public,0.03546,hvac,1138,4217.972495891509,38355.278335989824,284.11412506410386,0.177,0.18296,balanced,vegetables,1178.6154869131383,0.5,general,landfill,402.1626630593565,0.45,Winter,1.4,8840.733828207347
hybrid_car,hybrid,2923.900722322439,private,0.11,dishwasher,2750,673.2474104569127,60396.0467198841,175.89565663749266,0.177,0.18296,meat_heavy,chicken,846.5305028123671,6.1,general,landfill,609.2098571617908,0.45,Autumn,1.1,16928.835081854584
diesel_car,diesel,8865.26564343566,private,0.168,tv,3129,2086.5847784779276,6346.812557926456,490.29656378211854,0.177,0.18296,vegetarian,dairy,1016.077007752731,21.0,organic,composting,577.0641872462674,0.01,Spring,1.0,24363.29076416582
bus,diesel,10749.609573900225,public,0.12525,dishwasher,3407,2811.1584308924057,13150.140665924051,885.6119453068021,0.177,0.18296,balanced,vegetables,608.1636782528046,0.5,general,landfill,529.963128530344,0.45,Spring,1.0,4792.47862460148
hybrid_car,hybrid,3889.270310183625,private,0.11,refrigerator,4715,6986.335965116215,9230.482308525516,913.823860521089,0.177,0.18296,meat_heavy,beef,999.410917733481,59.6,general,landfill,469.5292726664386,0.45,Spring,1.0,63129.38911272896
petrol_car,petrol,31941.486176966755,private,0.17,hvac,2058,2797.9854320513473,8965.747297122603,214.27610817875902,0.177,0.18296,meat_heavy,chicken,983.3335598751306,6.1,general,landfill,346.51456772132997,0.45,Autumn,1.1,13719.935467751886
hybrid_car,hybrid,19331.003123496554,private,0.11,tv,3171,677.4748185962688,7234.8226454082505,71.39249155796493,0.177,0.18296,meat_heavy,dairy,1121.2849456782326,21.0,recyclable,recycling_closed_loop,466.29937020525995,0.021,Summer,0.7,27126.782683697253
petrol_car,petrol,10996.89214226149,private,0.17,hvac,3460,943.3417016067485,247.01692331424042,142.2998703405686,0.177,0.18296,meat_heavy,chicken,1187.863978046491,6.1,organic,composting,352.90101897359966,0.01,Summer,0.7,9331.136637931751
hybrid_car,hybrid,4236.4623284927975,private,0.11,tv,2727,5857.182440405704,18649.128505266806,2459.014534658762,0.177,0.18296,balanced,chicken,1257.151807302113,6.1,general,landfill,488.0806853484222,0.45,Autumn,1.1,12803.039032359311
petrol_car,petrol,9115.780102534442,private,0.17,hvac,1452,3776.576008382648,6646.220800686437,947.2539454529484,0.177,0.18296,balanced,dairy,985.0124856552553,21.0,organic,composting,397.2597709133496,0.01,Spring,1.0,24123.363925077672
hybrid_car,hybrid,4922.003416277749,private,0.11,refrigerator,2035,5389.370443394596,6186.673667394164,239.2616333984705,0.177,0.18296,meat_heavy,chicken,1032.1409102556925,6.1,recyclable,recycling_closed_loop,419.40210045057995,0.021,Winter,1.4,8932.119755127016
bus,diesel,20736.40643036483,public,0.12525,refrigerator,992,2879.9596977502965,5078.274565367837,174.4659264172257,0.177,0.18296,meat_heavy,chicken,779.583087044787,6.1,organic,composting,462.30110292977486,0.01,Summer,0.7,8796.188728387197
petrol_car,petrol,3559.214891595716,private,0.17,tv,2116,4523.245298378833,10674.263405996622,503.57166488321286,0.177,0.18296,meat_heavy,beef,1057.4593145498175,59.6,organic,composting,433.41262473382346,0.01,Autumn,1.1,66387.55345556194
hybrid_car,hybrid,30358.757214305406,private,0.11,washing_machine,3490,923.4491644343037,8516.51270794081,23.72399552374153,0.177,0.18296,vegetarian,dairy,1209.04151640645,21.0,organic,composting,246.90723674873541,0.01,Summer,0.7,30453.435877626252
bicycle,human,25315.112898238982,private,0.0,hvac,3898,3447.439210586948,6717.101292011928,549.206440427548,0.177,0.18296,meat_heavy,beef,817.9602587544179,59.6,recyclable,recycling_closed_loop,542.1503285233094,0.021,Spring,1.0,50600.97417132269
train,electricity,18290.19365107653,public,0.03546,washing_machine,2944,3623.5254313925866,7378.250265410565,678.1772677465223,0.177,0.18296,vegan,grains,562.5238170047915,0.8,organic,composting,106.37990562218846,0.01,Spring,1.0,3090.941789443233
diesel_car,diesel,4497.081693496432,private,0.168,dishwasher,4083,3579.5427505919642,4600.103714904256,970.1698970716076,0.177,0.18296,vegetarian,vegetables,706.7923597102257,0.5,general,landfill,471.6262496468529,0.45,Autumn,1.1,2796.3517592372573
bicycle,human,3671.7562856471404,private,0.0,refrigerator,1289,694.6313521794606,3605.7102681746683,67.22289523049884,0.177,0.18296,balanced,dairy,846.4985926652379,21.0,general,landfill,488.68426594885847,0.45,Summer,0.7,18779.028865647982
petrol_car,petrol,13339.324290138136,private,0.17,hvac,1629,1416.9227530846247,37613.857670632024,64.38303480413401,0.177,0.18296,vegan,grains,1217.58805065371,0.8,general,landfill,416.98266725836874,0.45,Autumn,1.1,10562.024496827531
diesel_car,diesel,4352.800115769261,private,0.168,refrigerator,4463,2730.634234375,7202.523023920697,147.744913264238,0.177,0.18296,vegan,fruits,910.5551280644952,0.4,recyclable,recycling_closed_loop,479.47740384603355,0.021,Spring,1.0,2906.6573680967067
petrol_car,petrol,2778.226120612916,private,0.17,dishwasher,2881,862.3560094909877,4097.265227102614,382.31826135357505,0.177,0.18296,meat_heavy,chicken,950.74197147824,6.1,organic,composting,208.41309736915514,0.01,Summer,0.7,7176.18125712575
hybrid_car,hybrid,9640.409097420854,private,0.11,tv,1897,5890.496086349678,1145.4658429116694,1061.7446281881053,0.177,0.18296,balanced,dairy,887.7286524952106,21.0,organic,composting,445.39358884037745,0.01,Summer,0.7,20959.39287690713
bicycle,human,4711.307909680745,private,0.0,hvac,4046,2678.5351503612806,15457.514023746438,255.88808720468768,0.177,0.18296,meat_heavy,chicken,714.7033686757669,6.1,recyclable,recycling_closed_loop,319.2619943715888,0.021,Spring,1.0,7668.602538202576
petrol_car,petrol,17881.62324818688,private,0.17,hvac,2999,5720.942097275419,28559.147503227854,1086.2669801712998,0.177,0.18296,meat_heavy,beef,861.7330277674447,59.6,organic,composting,378.03129549761604,0.01,Winter,1.4,60640.73309849477
train,electricity,12488.336554786392,public,0.03546,hvac,4779,4103.164374615504,17786.57228846576,84.29937205382909,0.177,0.18296,vegan,vegetables,670.8975509749308,0.5,general,landfill,492.4098128840789,0.45,Autumn,1.1,4980.360965722665
hybrid_car,hybrid,4946.284288409016,private,0.11,tv,3659,6230.578205908496,12016.647059870253,2550.854679672359,0.177,0.18296,vegetarian,dairy,929.6973246482203,21.0,organic,composting,359.2339421434065,0.01,Autumn,1.1,23372.705517278715
diesel_car,diesel,23725.920293602194,private,0.168,refrigerator,4767,6795.943046409292,42039.63173067925,1459.9795536630663,0.177,0.18296,vegan,grains,891.5832889904242,0.8,organic,composting,496.6278739234672,0.01,Winter,1.4,13598.640459916265
hybrid_car,hybrid,789.0886930374643,private,0.11,tv,2925,1878.9557271771025,21387.039174991773,328.8289963005028,0.177,0.18296,balanced,chicken,1026.7357676475247,6.1,organic,composting,554.731098308768,0.01,Autumn,1.1,10600.98310103395
bicycle,human,7540.508675275697,private,0.0,refrigerator,2724,2230.2736802469167,2835.3427442914835,222.05577965213067,0.177,0.18296,meat_heavy,dairy,1133.5169920953215,21.0,organic,composting,287.05144224045955,0.01,Summer,0.7,24720.24009832343
bus,diesel,12021.836832704163,public,0.12525,hvac,2583,575.251567190018,8255.79050564175,144.1758818025791,0.177,0.18296,balanced,fish,1156.2017909214303,5.4,organic,composting,479.5021459269173,0.01,Summer,0.7,9366.318714036037
hybrid_car,hybrid,3957.8360119824915,private,0.11,tv,1976,1763.365809761583,4778.742660643146,378.08729070126276,0.177,0.18296,meat_heavy,dairy,975.9456121348468,21.0,organic,composting,335.14783704953464,0.01,Summer,0.7,22120.005800039424
bus,diesel,14632.861759827621,public,0.12525,dishwasher,724,1519.813456435779,17128.709622272218,346.3573296798598,0.177,0.18296,meat_heavy,beef,1093.2911945938824,59.6,recyclable,recycling_closed_loop,584.7660002942448,0.021,Spring,1.0,70408.07691350004
bicycle,human,12048.416290777686,private,0.0,tv,2540,3263.416995858979,9949.99310765467,616.1741853780508,0.177,0.18296,balanced,dairy,1039.1281056624632,21.0,general,landfill,476.70502184927096,0.45,Autumn,1.1,24434.28302598744
diesel_car,diesel,15892.136834719919,private,0.168,refrigerator,3477,4509.680432486309,21595.036342126135,976.5116134193618,0.177,0.18296,meat_heavy,beef,936.6684470526712,59.6,recyclable,recycling_closed_loop,364.6048612326232,0.021,Autumn,1.1,63252.21642036351
petrol_car,petrol,3276.4440297691654,private,0.17,hvac,1816,3433.0342071909377,6618.642122185838,98.17702101826502,0.177,0.18296,balanced,fish,1237.6949933007047,5.4,recyclable,recycling_closed_loop,398.405027302323,0.021,Spring,1.0,9067.50877180583
hybrid_car,hybrid,10806.004358648788,private,0.11,refrigerator,4044,2799.3505528648966,27596.63445387013,442.7421735393105,0.177,0.18296,balanced,chicken,1362.9298334646155,6.1,general,landfill,333.7482853693259,0.45,Winter,1.4,15197.284479538883
petrol_car,petrol,5933.340757711541,private,0.17,washing_machine,3864,4702.106038999425,3796.220572043992,1101.3591519736644,0.177,0.18296,vegetarian,dairy,1094.1142918800595,21.0,recyclable,recycling_closed_loop,443.7017622073419,0.021,Summer,0.7,25521.21508006263
hybrid_car,hybrid,26708.413375574222,private,0.11,hvac,3296,4359.049992981694,1038.7264441939458,305.2970547771403,0.177,0.18296,balanced,dairy,1166.9978854757173,21.0,general,landfill,442.21436921952625,0.45,Spring,1.0,28605.474771439498
petrol_car,petrol,11688.201647677906,private,0.17,dishwasher,2171,2364.9501869498204,14522.54532991285,506.5018163054856,0.177,0.18296,vegan,grains,1155.2174745725129,0.8,general,landfill,453.74620867252014,0.45,Autumn,1.1,6190.995130316862
train,electricity,29296.09508445205,public,0.03546,dishwasher,3313,4910.836808819831,6977.606331193385,259.708071637275,0.177,0.18296,vegetarian,grains,824.0652373170726,0.8,general,landfill,339.29228086243,0.45,Spring,1.0,3996.614217452673
hybrid_car,hybrid,39114.139553256035,private,0.11,washing_machine,4962,1108.371643161015,7726.0748489348125,573.7412544650847,0.177,0.18296,balanced,vegetables,1176.7966320939336,0.5,general,landfill,381.44514654071463,0.45,Summer,0.7,6672.348418049066
bus,diesel,2656.8499516143706,public,0.12525,refrigerator,2006,1715.148689024775,20711.774358100916,281.9845688273907,0.177,0.18296,meat_heavy,chicken,944.2642194320886,6.1,organic,composting,351.48899806959383,0.01,Winter,1.4,10189.304639471666
bus,diesel,5311.4275701939905,public,0.12525,dishwasher,1332,1472.3740872802061,12975.10895671139,629.8163240477818,0.177,0.18296,balanced,chicken,622.2953174569187,6.1,general,landfill,426.07061619712755,0.45,Spring,1.0,7287.525665111221
diesel_car,diesel,25888.48708180053,private,0.168,refrigerator,1523,1532.3417350309392,553.3430390792361,276.0818077937573,0.177,0.18296,balanced,fish,1218.195805523893,5.4,recyclable,recycling_closed_loop,384.424469141679,0.021,Summer,0.7,11308.0602229539
diesel_car,diesel,15328.902348078556,private,0.168,hvac,1910,6253.364815524917,16986.2585352022,853.5585797738946,0.177,0.18296,meat_heavy,beef,1164.1153623337893,59.6,recyclable,recycling_closed_loop,374.0322036492471,0.021,Winter,1.4,76179.03729979618
diesel_car,diesel,5164.639604300379,private,0.168,tv,1712,4567.022969897141,10833.100636273259,1356.1306458606864,0.177,0.18296,balanced,chicken,1137.3693954127439,6.1,organic,composting,588.3811031184803,0.01,Autumn,1.1,10601.883734655734
petrol_car,petrol,4310.892241728123,private,0.17,hvac,4587,972.9739866234576,27453.393176182668,151.26191095307993,0.177,0.18296,balanced,fish,1219.4845374845413,5.4,organic,composting,288.8149293335971,0.01,Spring,1.0,12516.045543950373
bus,diesel,12112.520413831493,public,0.12525,refrigerator,2748,8798.762355348812,8416.57894200778,810.6340717254732,0.177,0.18296,meat_heavy,dairy,704.8774507234119,21.0,organic,composting,506.3435721867459,0.01,Winter,1.4,19421.861302872396
diesel_car,diesel,2847.0549368024463,private,0.168,washing_machine,674,1526.1759917963673,4222.633477836418,220.3496378481043,0.177,0.18296,vegetarian,dairy,538.1591957182304,21.0,recyclable,recycling_closed_loop,436.3098432661039,0.021,Summer,0.7,12831.517017827146
train,electricity,2031.4425269231497,public,0.03546,hvac,2689,5451.808202680496,21507.11329332699,451.81526039183643,0.177,0.18296,vegetarian,vegetables,955.9580940731845,0.5,organic,composting,399.09172059043135,0.01,Winter,1.4,5453.916416268746
bicycle,human,467.7515602349253,private,0.0,dishwasher,3846,15148.268278021224,37598.37302506112,1106.8225609840338,0.177,0.18296,meat_heavy,dairy,1231.1465424241783,21.0,recyclable,recycling_closed_loop,294.06593127251733,0.021,Winter,1.4,35420.4945893394
hybrid_car,hybrid,5098.408177225134,private,0.11,hvac,2737,10012.964651896169,43451.45344695678,2549.7271042385546,0.177,0.18296,meat_heavy,beef,1057.203161526925,59.6,organic,composting,151.74560140891612,0.01,Winter,1.4,73293.82344855442
diesel_car,diesel,4403.001112276031,private,0.168,hvac,2136,2771.265635205368,65460.22547108436,1344.3539989288365,0.177,0.18296,meat_heavy,chicken,1131.880357969699,6.1,organic,composting,580.1045196539334,0.01,Winter,1.4,20117.09228529502
